0,997,744,192,39,19,0.003009027081243731
1,238,166,58,12,2,0.0
2,12,11,0,0,0,0.0
3,10,7,3,0,0,0.0
4,369,245,92,18,13,0.05962059620596206
5,20,13,7,0,0,0.0
6,10,10,0,0,0,0.0
7,11,11,0,0,0,0.0
8,37,34,3,0,0,0.0
9,32,17,10,4,1,0.0
10,171,125,43,3,0,0.0
11,11,6,5,0,0,0.0
